Dataset,Image_File,Prompt,IoU,Dice,Inference_Time_sec
crack,2303_jpg.rf.SIXW1qeqSXtQc6fHnmQd.jpg,segment crack,0.1493,0.2598,0.5637
crack,2339_jpg.rf.UbRsFo2hd7PyZdsySqfe.jpg,segment crack,0.1234,0.2197,0.5513
crack,2400_jpg.rf.FVsj1V4eyOdcAlylahD4.jpg,segment crack,0.0734,0.1367,0.5563
crack,3303_jpg.rf.ZibOUI3uCYtijVIeWETm.jpg,segment crack,0.1092,0.1969,0.5529
crack,crack329_jpg.rf.fL2ETY7NoryjLLQGbSjH.jpg,segment crack,0.1171,0.2096,0.5552
crack,crack346_jpg.rf.hFSdkLjVqeRJbo9L2XWA.jpg,segment crack,0.2141,0.3526,0.5721
crack,Image_-560-_jpg.rf.oQufelz7IJ8mEdnvQuWH.jpg,segment crack,0.1034,0.1875,0.5576
crack,crack333_jpg.rf.hlqArTM9COoG5VQtw7Cv.jpg,segment crack,0.3177,0.4822,0.5624
crack,2205_jpg.rf.leSTs2arBj3pYbQXYIsS.jpg,segment crack,0.0097,0.0192,0.5586
crack,images205_jpg.rf.rcIpnGzuBg70aBduzyLa.jpg,segment crack,0.6938,0.8192,0.5540
crack,2170_jpg.rf.qAhrrRleeRocc69lS3fD.jpg,segment crack,0.0730,0.1360,0.5517
crack,a_5_38_png_jpg.rf.tOR1fHPUBnC7MdyflWpI.jpg,segment crack,0.3740,0.5444,0.5505
crack,1118-dat_png_jpg.rf.ugzvkPowtAzp9u2odCAK.jpg,segment crack,0.0846,0.1561,0.5512
crack,crack204_jpg.rf.ssEgB2tMVuM8A8pUq3Rh.jpg,segment crack,0.1349,0.2377,0.5601
crack,a_80_1_png_jpg.rf.ydzVsvcRKBArzTWbRcNu.jpg,segment crack,0.3658,0.5356,0.5519
crack,a_18_1_png_jpg.rf.zNsvdsDVdrlhVbH1NgWE.jpg,segment crack,0.0605,0.1140,0.5628
crack,3313_jpg.rf.I5bC0xkjMCvZ9QULIqVm.jpg,segment crack,0.0281,0.0546,0.5511
crack,3443_jpg.rf.x5SVC9dEOSGE9HxpPcvf.jpg,segment crack,0.1442,0.2520,0.5661
crack,crack339_jpg.rf.L6VJwLX5xWHEOm4MVNiz.jpg,segment crack,0.7087,0.8295,0.5536
crack,crack397_jpg.rf.M18W2AKikKlEoO81iqri.jpg,segment crack,0.0929,0.1701,0.5563
crack,863-dat_png_jpg.rf.JNj9pX9fpKy2H0YlRbaj.jpg,segment crack,0.1439,0.2516,0.5595
crack,a_17_0_png_jpg.rf.QKOvwtjdJMi1RXcEMX6Q.jpg,segment crack,0.1975,0.3299,0.5792
crack,crack281_jpg.rf.QCGIVqxUbkN1cDR60qXy.jpg,segment crack,0.0964,0.1759,0.5517
crack,crack330_jpg.rf.V2jPCG8WajPWWC1cNBeb.jpg,segment crack,0.1138,0.2044,0.5564
crack,300-dat_png_jpg.rf.PYWCkn9cN4aLOnyQGxM8.jpg,segment crack,0.2830,0.4411,0.5515
crack,a_13_7_png_jpg.rf.Xr0VLkgbuyo2rbfwUaZ0.jpg,segment crack,0.6052,0.7540,0.5638
crack,a_31_90_png_jpg.rf.ZXNHdUzzizAiCvYnffxF.jpg,segment crack,0.0000,0.0000,0.0096
crack,crack-bb53c022-dc48-11ed-a81a-88b1113a23b0_jpg.rf.XfEn5ihEDGRdhlzwcieY.jpg,segment crack,0.1095,0.1974,0.5701
crack,a_116_7_png_jpg.rf.dGC7UM2vZoxRrQPTbkBN.jpg,segment crack,0.8259,0.9047,0.5524
crack,304-dat_png_jpg.rf.daA6ijv6emlNtEIN58Rd.jpg,segment crack,0.0505,0.0961,0.5496
crack,2413_jpg.rf.dbAgf8rS8YTnAMsRHlu4.jpg,segment crack,0.0183,0.0360,0.5478
crack,images187_jpg.rf.e4XJx80mWDWjf3xA9GVN.jpg,segment crack,0.1608,0.2770,0.5586
crack,a_35_1_png_jpg.rf.eKxMWeQUX02JfoGZwEn6.jpg,segment crack,0.0855,0.1575,0.5522
crack,Image_-642-_jpg.rf.fMM6VyGi3M9qp5XbOMQH.jpg,segment crack,0.1556,0.2693,0.5612
crack,images169_jpg.rf.i8M83alP8lcQ510jjWod.jpg,segment crack,0.0829,0.1531,0.5634
crack,crack268_jpg.rf.fgThiEHZgmNaP8Q0BGaR.jpg,segment crack,0.4044,0.5759,0.5596
crack,a_11_9_png_jpg.rf.i5BzKZbGtWH50mOxoDeQ.jpg,segment crack,0.2797,0.4372,0.5589
crack,image08_png_jpg.rf.iLtqhluIVZ8XGuDTYW1t.jpg,segment crack,0.2370,0.3832,0.5503
crack,3093_jpg.rf.kFBGakRhhBL8THyUXylX.jpg,segment crack,0.0610,0.1151,0.5570
crack,a_7_0_png_jpg.rf.ko2kdpWQO8T8gOSQdsbw.jpg,segment crack,0.1263,0.2243,0.5518
crack,445-dat_png_jpg.rf.lJFKXRib2Y4Obh9G4xW4.jpg,segment crack,0.0304,0.0591,0.5526
crack,crack224_jpg.rf.la14WIMdwhEzuwNsBGff.jpg,segment crack,0.7411,0.8513,0.5596
crack,images119_jpg.rf.quhKh3stIREPYFQl6bGZ.jpg,segment crack,0.1075,0.1942,0.5623
crack,image18_jpeg_jpg.rf.nHti9fx6hywTVKAb5MH2.jpg,segment crack,0.2659,0.4201,0.5501
crack,2127_jpg.rf.rTkHCzQXOMnzXupiX3OV.jpg,segment crack,0.0138,0.0271,0.5549
crack,crack207_jpg.rf.vZVKLuUWlHiKAf4wJZqx.jpg,segment crack,0.1515,0.2631,0.5497
crack,a_83_2_png_jpg.rf.t5kxBPWDw22glAKfQ0pa.jpg,segment crack,0.0374,0.0720,0.5675
crack,Image_-377-_jpg.rf.b28KsjZyCZJjBkZDS75v.jpg,segment crack,0.0359,0.0692,0.5559
