Dataset,Image_File,Prompt,IoU,Dice,Inference_Time_sec
crack,446-dat_png_jpg.rf.byAUNubtrbQ4Fo7nbWtg.jpg,segment crack,0.3253,0.4910,0.5523
crack,a_32_10_png_jpg.rf.edm8t7V84jErJx3awRvM.jpg,segment crack,0.1575,0.2722,0.5499
crack,images219_jpg.rf.fj2tPtt4BEYdGkSsDYka.jpg,segment crack,0.1789,0.3035,0.5589
crack,616-dat_png_jpg.rf.goYx95qhukXwCMCOk7mn.jpg,segment crack,0.4602,0.6303,0.5520
crack,cracks-in-walls-and-ceilings-when-to-worry_jpg.rf.iV1I9ZLkrAqSOyALBYh9.jpg,segment crack,0.7279,0.8425,0.5569
crack,2416_jpg.rf.j1zSnT3dEDzC7KoLsepr.jpg,segment crack,0.0705,0.1317,0.5518
crack,2246_jpg.rf.hIYUmo5MEtEEtQ09aFqv.jpg,segment crack,0.0327,0.0634,0.5560
crack,444-dat_png_jpg.rf.hOiR8abS5CZZoidpr40T.jpg,segment crack,0.4471,0.6180,0.5502
crack,Image_-9-_jpg.rf.jRXVvJb5DqlXgn3rXjqT.jpg,segment crack,0.1433,0.2507,0.5702
crack,a_8_9_png_jpg.rf.jYcbnKAcKtFiKSW9Ilkk.jpg,segment crack,0.5245,0.6881,0.5582
crack,Corner-cracks-interior-upper-right-frame-crack-close_jpg.rf.plxJvfhD94xbQ3Rb8VY7.jpg,segment crack,0.3156,0.4798,0.5571
crack,303-dat_png_jpg.rf.ok8YRYmtCvlFamZwaLW3.jpg,segment crack,0.5026,0.6689,0.5563
crack,3897_jpg.rf.w8NHQEP2YAyAHJg955vk.jpg,segment crack,0.1677,0.2873,0.5581
crack,b_38_1_png_jpg.rf.koSAdIMcZVnO6hTEhPoY.jpg,segment crack,0.3578,0.5270,0.5533
crack,crack267_jpg.rf.wB7zURZBDu2mhnjo8ua6.jpg,segment crack,0.2545,0.4057,0.5612
crack,3206_jpg.rf.1CECQOQHSenPfPWCpGpd.jpg,segment crack,0.0530,0.1007,0.5665
crack,3808_jpg.rf.0iydPbVIuk1K6FvTwSPx.jpg,segment crack,0.0638,0.1200,0.5652
crack,image04_png_jpg.rf.3xKjKdibPH5Wj3ljB1Wp.jpg,segment crack,0.0540,0.1024,0.5517
crack,crack350_jpg.rf.86UGPtvxbeYkwXLdFeyP.jpg,segment crack,0.6573,0.7932,0.5529
crack,a_31_56_png_jpg.rf.4dL94KzizpkGLFe2Wk5S.jpg,segment crack,0.4937,0.6610,0.5507
crack,crack209_jpg.rf.9p0IVhtHwAwIm2OrmGCi.jpg,segment crack,0.0248,0.0484,0.5526
crack,Image_-455-_jpg.rf.8dreYEczsj1iEI9iEN1K.jpg,segment crack,0.1193,0.2131,0.5662
crack,3215_jpg.rf.CHQ6fiBGMaQJ7ZSq1mcF.jpg,segment crack,0.1213,0.2164,0.5578
crack,2373_jpg.rf.CEYOA0Ytff9VzbkIdKp2.jpg,segment crack,0.0791,0.1465,0.5576
crack,3836_jpg.rf.CpcGJRR8afnyzgLCl7Wv.jpg,segment crack,0.0919,0.1684,0.5570
crack,Image_-406-_jpg.rf.CpvljDWfedIU2BlEqz5z.jpg,segment crack,0.8467,0.9170,0.5513
crack,3852_jpg.rf.N5UK10d8eFBCbZNzt26X.jpg,segment crack,0.1308,0.2314,0.5569
crack,crack336_jpg.rf.EEOwhT6YyrtPvlO1d1jc.jpg,segment crack,0.4768,0.6457,0.5525
crack,2303_jpg.rf.SIXW1qeqSXtQc6fHnmQd.jpg,segment crack,0.1900,0.3194,0.5599
crack,2339_jpg.rf.UbRsFo2hd7PyZdsySqfe.jpg,segment crack,0.3543,0.5232,0.5564
crack,2400_jpg.rf.FVsj1V4eyOdcAlylahD4.jpg,segment crack,0.0929,0.1701,0.5556
crack,3303_jpg.rf.ZibOUI3uCYtijVIeWETm.jpg,segment crack,0.1903,0.3198,0.5574
crack,crack329_jpg.rf.fL2ETY7NoryjLLQGbSjH.jpg,segment crack,0.4015,0.5729,0.5514
crack,crack346_jpg.rf.hFSdkLjVqeRJbo9L2XWA.jpg,segment crack,0.2293,0.3730,0.5735
crack,Image_-560-_jpg.rf.oQufelz7IJ8mEdnvQuWH.jpg,segment crack,0.1330,0.2347,0.5569
crack,crack333_jpg.rf.hlqArTM9COoG5VQtw7Cv.jpg,segment crack,0.7031,0.8257,0.5628
crack,2205_jpg.rf.leSTs2arBj3pYbQXYIsS.jpg,segment crack,0.0164,0.0322,0.5597
crack,images205_jpg.rf.rcIpnGzuBg70aBduzyLa.jpg,segment crack,0.4398,0.6109,0.5568
crack,2170_jpg.rf.qAhrrRleeRocc69lS3fD.jpg,segment crack,0.0544,0.1031,0.5599
crack,a_5_38_png_jpg.rf.tOR1fHPUBnC7MdyflWpI.jpg,segment crack,0.5487,0.7086,0.5575
crack,1118-dat_png_jpg.rf.ugzvkPowtAzp9u2odCAK.jpg,segment crack,0.3520,0.5207,0.5506
crack,crack204_jpg.rf.ssEgB2tMVuM8A8pUq3Rh.jpg,segment crack,0.7092,0.8299,0.5595
crack,a_80_1_png_jpg.rf.ydzVsvcRKBArzTWbRcNu.jpg,segment crack,0.4008,0.5722,0.5510
crack,a_18_1_png_jpg.rf.zNsvdsDVdrlhVbH1NgWE.jpg,segment crack,0.4107,0.5823,0.5627
crack,3313_jpg.rf.I5bC0xkjMCvZ9QULIqVm.jpg,segment crack,0.1946,0.3259,0.5541
crack,3443_jpg.rf.x5SVC9dEOSGE9HxpPcvf.jpg,segment crack,0.1455,0.2540,0.5679
crack,crack339_jpg.rf.L6VJwLX5xWHEOm4MVNiz.jpg,segment crack,0.8138,0.8973,0.5669
crack,crack397_jpg.rf.M18W2AKikKlEoO81iqri.jpg,segment crack,0.6420,0.7820,0.5524
crack,863-dat_png_jpg.rf.JNj9pX9fpKy2H0YlRbaj.jpg,segment crack,0.1271,0.2255,0.5489
crack,a_17_0_png_jpg.rf.QKOvwtjdJMi1RXcEMX6Q.jpg,segment crack,0.5506,0.7102,0.5763
crack,crack281_jpg.rf.QCGIVqxUbkN1cDR60qXy.jpg,segment crack,0.7747,0.8731,0.5550
crack,crack330_jpg.rf.V2jPCG8WajPWWC1cNBeb.jpg,segment crack,0.7583,0.8625,0.5552
crack,300-dat_png_jpg.rf.PYWCkn9cN4aLOnyQGxM8.jpg,segment crack,0.4222,0.5937,0.5553
crack,a_13_7_png_jpg.rf.Xr0VLkgbuyo2rbfwUaZ0.jpg,segment crack,0.5304,0.6931,0.5653
crack,a_31_90_png_jpg.rf.ZXNHdUzzizAiCvYnffxF.jpg,segment crack,0.0000,0.0000,0.0095
crack,crack-bb53c022-dc48-11ed-a81a-88b1113a23b0_jpg.rf.XfEn5ihEDGRdhlzwcieY.jpg,segment crack,0.2250,0.3673,0.5616
crack,a_116_7_png_jpg.rf.dGC7UM2vZoxRrQPTbkBN.jpg,segment crack,0.7270,0.8419,0.5510
crack,304-dat_png_jpg.rf.daA6ijv6emlNtEIN58Rd.jpg,segment crack,0.2885,0.4478,0.5520
crack,2413_jpg.rf.dbAgf8rS8YTnAMsRHlu4.jpg,segment crack,0.3191,0.4838,0.5565
crack,images187_jpg.rf.e4XJx80mWDWjf3xA9GVN.jpg,segment crack,0.5240,0.6876,0.5579
crack,a_35_1_png_jpg.rf.eKxMWeQUX02JfoGZwEn6.jpg,segment crack,0.0754,0.1402,0.5582
crack,Image_-642-_jpg.rf.fMM6VyGi3M9qp5XbOMQH.jpg,segment crack,0.1240,0.2206,0.5594
crack,images169_jpg.rf.i8M83alP8lcQ510jjWod.jpg,segment crack,0.1938,0.3247,0.5645
crack,crack268_jpg.rf.fgThiEHZgmNaP8Q0BGaR.jpg,segment crack,0.3869,0.5579,0.5631
crack,a_11_9_png_jpg.rf.i5BzKZbGtWH50mOxoDeQ.jpg,segment crack,0.2151,0.3541,0.5602
crack,image08_png_jpg.rf.iLtqhluIVZ8XGuDTYW1t.jpg,segment crack,0.4664,0.6361,0.5527
crack,3093_jpg.rf.kFBGakRhhBL8THyUXylX.jpg,segment crack,0.3073,0.4702,0.5549
crack,a_7_0_png_jpg.rf.ko2kdpWQO8T8gOSQdsbw.jpg,segment crack,0.4151,0.5867,0.5514
crack,445-dat_png_jpg.rf.lJFKXRib2Y4Obh9G4xW4.jpg,segment crack,0.0874,0.1608,0.5488
crack,crack224_jpg.rf.la14WIMdwhEzuwNsBGff.jpg,segment crack,0.7132,0.8326,0.5619
crack,images119_jpg.rf.quhKh3stIREPYFQl6bGZ.jpg,segment crack,0.1668,0.2859,0.5558
crack,image18_jpeg_jpg.rf.nHti9fx6hywTVKAb5MH2.jpg,segment crack,0.7291,0.8434,0.5552
crack,2127_jpg.rf.rTkHCzQXOMnzXupiX3OV.jpg,segment crack,0.0348,0.0672,0.5566
crack,crack207_jpg.rf.vZVKLuUWlHiKAf4wJZqx.jpg,segment crack,0.5239,0.6876,0.5575
crack,a_83_2_png_jpg.rf.t5kxBPWDw22glAKfQ0pa.jpg,segment crack,0.0245,0.0478,0.5716
crack,Image_-377-_jpg.rf.b28KsjZyCZJjBkZDS75v.jpg,segment crack,0.0415,0.0797,0.5543
