Dataset,Image_File,Prompt,IoU,Dice,Inference_Time_sec
crack,crack235_jpg.rf.Ik0ByKRU76A9UPxcNMD7.jpg,segment crack,0.1556,0.2693,0.0162
crack,2275_jpg.rf.TcsI2rYAwSwkVkvCtKOw.jpg,segment crack,0.0151,0.0297,0.0110
crack,image27_jpeg_jpg.rf.USWpuINNoL496tVoy6Cn.jpg,segment crack,0.5149,0.6798,0.0090
crack,image-6-2_jpg.rf.UqburINMpIHH9mraYWQv.jpg,segment crack,0.5758,0.7308,0.0083
crack,crack215_jpg.rf.XKKqfmizUJsD0YhmSOs1.jpg,segment crack,0.3847,0.5556,0.0079
crack,image4_jpeg_jpg.rf.auY784Df0tdCjtb1LVnW.jpg,segment crack,0.5139,0.6789,0.0079
crack,3885_jpg.rf.Z6d0uFqpvLAJvv3iBLUw.jpg,segment crack,0.0000,0.0000,0.0072
crack,crack340_jpg.rf.cNO4loRBdSt3Mz5p9uhQ.jpg,segment crack,0.4041,0.5756,0.0081
crack,crack-ba1ca228-dc48-11ed-98a6-88b1113a23b0_jpg.rf.kSFsKj5ps6WZXDvyBLQQ.jpg,segment crack,0.3122,0.4758,0.0087
crack,1120-dat_png_jpg.rf.fJCObA275suhl0au0X5x.jpg,segment crack,0.3181,0.4826,0.0077
crack,crack266_jpg.rf.sGQK3MvHDMngidlF92mn.jpg,segment crack,0.5631,0.7205,0.0088
crack,images297_jpg.rf.v5roWryFCxvvHaFuOZpj.jpg,segment crack,0.2539,0.4050,0.0095
crack,1059-dat_png_jpg.rf.voKmxguUlc3sLSWal54H.jpg,segment crack,0.4610,0.6311,0.0078
crack,crack345_jpg.rf.xMMfqmt8YxLJEMpKg1he.jpg,segment crack,0.6189,0.7646,0.0088
crack,images105_jpg.rf.ymnswuvcEQPJ8hZgh74y.jpg,segment crack,0.6919,0.8179,0.0082
crack,crack264_jpg.rf.1dUBS4LsC0oUNgncG5Gp.jpg,segment crack,0.5715,0.7273,0.0088
crack,2141_jpg.rf.wraf5diyDD5VigARoZcO.jpg,segment crack,0.0505,0.0962,0.0100
crack,crack252_jpg.rf.3k7H7kIsWIqTcxWx9t7f.jpg,segment crack,0.1850,0.3123,0.0097
crack,crack201_jpg.rf.6vnGCBc1KBIAUTnBq6fI.jpg,segment crack,0.5888,0.7412,0.0082
crack,2454_jpg.rf.6U7i3U7h4BrdAjkoTukS.jpg,segment crack,0.0424,0.0813,0.0090
crack,2363_jpg.rf.7E5qTlQyqsL5gBtqdVXQ.jpg,segment crack,0.0185,0.0364,0.0112
crack,crackwalls_jpeg_jpg.rf.7OazgxhpdX7KuRXjN9j1.jpg,segment crack,0.7566,0.8614,0.0088
crack,images228_jpg.rf.8vplifnXWvJcyzwknAuT.jpg,segment crack,0.1444,0.2523,0.0135
crack,890-dat_png_jpg.rf.BO9zurQcurVCgOBkDN0q.jpg,segment crack,0.7551,0.8605,0.0084
crack,crack331_jpg.rf.9XknaShdODv62eHD9Ieh.jpg,segment crack,0.2236,0.3655,0.0093
crack,images27_jpg.rf.Ekxfa6PRmaUvKiweAkTp.jpg,segment crack,0.1752,0.2981,0.0102
crack,image06_jpg.rf.Dd6IsvNmBwXwH5bVnVTX.jpg,segment crack,0.2653,0.4193,0.0085
crack,a_17_2_png_jpg.rf.EBli2HAfcCv4ZL9Q004K.jpg,segment crack,0.7059,0.8276,0.0081
crack,image10_png_jpg.rf.FRvCAwE5buafUYpP59aX.jpg,segment crack,0.4097,0.5813,0.0078
crack,a_6_30_png_jpg.rf.GGNB0IiWfVxiGc6ALCWB.jpg,segment crack,0.0427,0.0819,0.0081
crack,crack208jpg_jpg.rf.P92KU9A2GsjQocWbSZvy.jpg,segment crack,0.5160,0.6807,0.0082
crack,Image_-412-_jpg.rf.QSETS3ZIV6pcdpx6buux.jpg,segment crack,0.7537,0.8595,0.0083
crack,a_13_0_png_jpg.rf.RSd9NQHbct07mXlKgTgo.jpg,segment crack,0.5836,0.7371,0.0084
crack,301-dat_png_jpg.rf.Hzs3OqULRoUWNwmEa1xT.jpg,segment crack,0.3886,0.5597,0.0079
crack,crack347_jpg.rf.ZJmjAFJgicYJipXwWNWh.jpg,segment crack,0.2056,0.3411,0.0076
crack,2369_jpg.rf.b0E8k4l2GvjBoj1TKdRo.jpg,segment crack,0.1725,0.2942,0.0093
crack,image06_png_jpg.rf.lrDaNenF1ObGIBtBs7bI.jpg,segment crack,0.3806,0.5514,0.0080
crack,crack332_jpg.rf.oU0sGzmG1NoItGGQnlW5.jpg,segment crack,0.1627,0.2799,0.0091
crack,3872_jpg.rf.feZc5afxfhtLiA0d9mSt.jpg,segment crack,0.1398,0.2453,0.0093
crack,crack342_jpg.rf.p0NiOrfPAKRS0Tavleno.jpg,segment crack,0.5377,0.6993,0.0086
crack,617-dat_png_jpg.rf.stDA1vrIJDsT8uvBHGlc.jpg,segment crack,0.3667,0.5367,0.0079
crack,3137_jpg.rf.vo92H51JAEWoGXIqZtnc.jpg,segment crack,0.1338,0.2360,0.0092
crack,a_31_66_png_jpg.rf.w9V01KQ6W6sAI6kt3hMj.jpg,segment crack,0.0000,0.0000,0.0072
crack,crack282_jpg.rf.xe21IrntoncNBwIHP5zW.jpg,segment crack,0.8283,0.9061,0.0082
crack,image24_jpeg_jpg.rf.yN2Aqzi304Yla6Pk1NSe.jpg,segment crack,0.4833,0.6517,0.0089
crack,525_jpg.rf.wLIHQGeZwnoEq25UdqG2.jpg,segment crack,0.5178,0.6823,0.0093
crack,443-dat_png_jpg.rf.6bHVLwU98Vlwc0Bnvl5S.jpg,segment crack,0.3713,0.5415,0.0080
crack,crack263_jpg.rf.EdOXSW4XDo163JniVrYB.jpg,segment crack,0.8194,0.9007,0.0080
crack,290-dat_png_jpg.rf.CElUjoroHuvZyx3iqnYq.jpg,segment crack,0.0634,0.1192,0.0077
crack,crack318_jpg.rf.Gx5Ln7ZD1EgUreHRTP2J.jpg,segment crack,0.2982,0.4594,0.0077
crack,image12_jpg.rf.IgZenjIculNpCRUMkbNe.jpg,segment crack,0.2786,0.4358,0.0086
crack,images156_jpg.rf.JECdtg2XBkCMT18AVEfL.jpg,segment crack,0.1052,0.1904,0.0106
crack,a_31_83_png_jpg.rf.L26BOYLElmE9RjMtYa3P.jpg,segment crack,0.0696,0.1301,0.0083
crack,a_22_4_png_jpg.rf.NqaPnXKR3JfikOA6BnZt.jpg,segment crack,0.5181,0.6826,0.0087
crack,StepCracks415DJFs_jpg.rf.O8D2UDQfYCz0GUlOFCYa.jpg,segment crack,0.2738,0.4299,0.0120
crack,images383_jpg.rf.Gz088z7ArpTMB8b680kx.jpg,segment crack,0.7367,0.8484,0.0079
crack,2111_jpg.rf.OvDF158D6iGeUNLpSgGo.jpg,segment crack,0.2134,0.3518,0.0092
crack,2110_jpg.rf.OZfVa0kqVXvzesvsnuUj.jpg,segment crack,0.3161,0.4804,0.0080
crack,image01_png_jpg.rf.T2WU5kwMhGvuI6xEveqq.jpg,segment crack,0.3415,0.5091,0.0077
crack,image07_jpg.rf.cWrVKOgSJidyVwLmDs8U.jpg,segment crack,0.3106,0.4739,0.0098
crack,1083-dat_png_jpg.rf.OYJJ4T0jsctIIYdpiZMe.jpg,segment crack,0.0000,0.0000,0.0070
crack,446-dat_png_jpg.rf.byAUNubtrbQ4Fo7nbWtg.jpg,segment crack,0.3356,0.5026,0.0078
crack,a_32_10_png_jpg.rf.edm8t7V84jErJx3awRvM.jpg,segment crack,0.1790,0.3036,0.0079
crack,images219_jpg.rf.fj2tPtt4BEYdGkSsDYka.jpg,segment crack,0.1858,0.3134,0.0080
crack,616-dat_png_jpg.rf.goYx95qhukXwCMCOk7mn.jpg,segment crack,0.2975,0.4585,0.0076
crack,cracks-in-walls-and-ceilings-when-to-worry_jpg.rf.iV1I9ZLkrAqSOyALBYh9.jpg,segment crack,0.7409,0.8512,0.0083
crack,2416_jpg.rf.j1zSnT3dEDzC7KoLsepr.jpg,segment crack,0.0796,0.1475,0.0090
crack,2246_jpg.rf.hIYUmo5MEtEEtQ09aFqv.jpg,segment crack,0.0284,0.0552,0.0095
crack,444-dat_png_jpg.rf.hOiR8abS5CZZoidpr40T.jpg,segment crack,0.3562,0.5252,0.0080
crack,Image_-9-_jpg.rf.jRXVvJb5DqlXgn3rXjqT.jpg,segment crack,0.2086,0.3452,0.0096
crack,a_8_9_png_jpg.rf.jYcbnKAcKtFiKSW9Ilkk.jpg,segment crack,0.3735,0.5438,0.0080
crack,Corner-cracks-interior-upper-right-frame-crack-close_jpg.rf.plxJvfhD94xbQ3Rb8VY7.jpg,segment crack,0.3269,0.4928,0.0082
crack,303-dat_png_jpg.rf.ok8YRYmtCvlFamZwaLW3.jpg,segment crack,0.5096,0.6751,0.0079
crack,3897_jpg.rf.w8NHQEP2YAyAHJg955vk.jpg,segment crack,0.2439,0.3922,0.0088
crack,b_38_1_png_jpg.rf.koSAdIMcZVnO6hTEhPoY.jpg,segment crack,0.3576,0.5268,0.0084
crack,crack267_jpg.rf.wB7zURZBDu2mhnjo8ua6.jpg,segment crack,0.2878,0.4469,0.0120
crack,3206_jpg.rf.1CECQOQHSenPfPWCpGpd.jpg,segment crack,0.0567,0.1074,0.0103
crack,3808_jpg.rf.0iydPbVIuk1K6FvTwSPx.jpg,segment crack,0.0994,0.1808,0.0094
crack,image04_png_jpg.rf.3xKjKdibPH5Wj3ljB1Wp.jpg,segment crack,0.2962,0.4570,0.0079
crack,crack350_jpg.rf.86UGPtvxbeYkwXLdFeyP.jpg,segment crack,0.2909,0.4507,0.0076
crack,a_31_56_png_jpg.rf.4dL94KzizpkGLFe2Wk5S.jpg,segment crack,0.0544,0.1033,0.0076
crack,crack209_jpg.rf.9p0IVhtHwAwIm2OrmGCi.jpg,segment crack,0.1373,0.2414,0.0093
crack,Image_-455-_jpg.rf.8dreYEczsj1iEI9iEN1K.jpg,segment crack,0.5578,0.7162,0.0095
crack,3215_jpg.rf.CHQ6fiBGMaQJ7ZSq1mcF.jpg,segment crack,0.1315,0.2324,0.0091
crack,2373_jpg.rf.CEYOA0Ytff9VzbkIdKp2.jpg,segment crack,0.0842,0.1553,0.0089
crack,3836_jpg.rf.CpcGJRR8afnyzgLCl7Wv.jpg,segment crack,0.1004,0.1825,0.0093
crack,Image_-406-_jpg.rf.CpvljDWfedIU2BlEqz5z.jpg,segment crack,0.8357,0.9105,0.0079
crack,3852_jpg.rf.N5UK10d8eFBCbZNzt26X.jpg,segment crack,0.1494,0.2600,0.0087
crack,crack336_jpg.rf.EEOwhT6YyrtPvlO1d1jc.jpg,segment crack,0.4823,0.6507,0.0079
crack,2303_jpg.rf.SIXW1qeqSXtQc6fHnmQd.jpg,segment crack,0.4944,0.6616,0.0091
crack,2339_jpg.rf.UbRsFo2hd7PyZdsySqfe.jpg,segment crack,0.4629,0.6329,0.0087
crack,2400_jpg.rf.FVsj1V4eyOdcAlylahD4.jpg,segment crack,0.0977,0.1781,0.0096
crack,3303_jpg.rf.ZibOUI3uCYtijVIeWETm.jpg,segment crack,0.2048,0.3400,0.0095
crack,crack329_jpg.rf.fL2ETY7NoryjLLQGbSjH.jpg,segment crack,0.3984,0.5698,0.0082
crack,crack346_jpg.rf.hFSdkLjVqeRJbo9L2XWA.jpg,segment crack,0.2785,0.4357,0.0083
crack,Image_-560-_jpg.rf.oQufelz7IJ8mEdnvQuWH.jpg,segment crack,0.1364,0.2400,0.0122
crack,crack333_jpg.rf.hlqArTM9COoG5VQtw7Cv.jpg,segment crack,0.5951,0.7462,0.0089
crack,2205_jpg.rf.leSTs2arBj3pYbQXYIsS.jpg,segment crack,0.0159,0.0312,0.0109
crack,images205_jpg.rf.rcIpnGzuBg70aBduzyLa.jpg,segment crack,0.4459,0.6168,0.0085
crack,2170_jpg.rf.qAhrrRleeRocc69lS3fD.jpg,segment crack,0.0573,0.1084,0.0085
crack,a_5_38_png_jpg.rf.tOR1fHPUBnC7MdyflWpI.jpg,segment crack,0.5350,0.6971,0.0082
crack,1118-dat_png_jpg.rf.ugzvkPowtAzp9u2odCAK.jpg,segment crack,0.3619,0.5314,0.0077
crack,crack204_jpg.rf.ssEgB2tMVuM8A8pUq3Rh.jpg,segment crack,0.7107,0.8309,0.0085
crack,a_80_1_png_jpg.rf.ydzVsvcRKBArzTWbRcNu.jpg,segment crack,0.4090,0.5806,0.0079
crack,a_18_1_png_jpg.rf.zNsvdsDVdrlhVbH1NgWE.jpg,segment crack,0.3692,0.5393,0.0082
crack,3313_jpg.rf.I5bC0xkjMCvZ9QULIqVm.jpg,segment crack,0.1758,0.2991,0.0087
crack,3443_jpg.rf.x5SVC9dEOSGE9HxpPcvf.jpg,segment crack,0.1440,0.2518,0.0102
crack,crack339_jpg.rf.L6VJwLX5xWHEOm4MVNiz.jpg,segment crack,0.8144,0.8977,0.0078
crack,crack397_jpg.rf.M18W2AKikKlEoO81iqri.jpg,segment crack,0.5795,0.7338,0.0085
crack,863-dat_png_jpg.rf.JNj9pX9fpKy2H0YlRbaj.jpg,segment crack,0.1811,0.3066,0.0076
crack,a_17_0_png_jpg.rf.QKOvwtjdJMi1RXcEMX6Q.jpg,segment crack,0.4856,0.6538,0.0086
crack,crack281_jpg.rf.QCGIVqxUbkN1cDR60qXy.jpg,segment crack,0.7772,0.8746,0.0080
crack,crack330_jpg.rf.V2jPCG8WajPWWC1cNBeb.jpg,segment crack,0.7359,0.8479,0.0085
crack,300-dat_png_jpg.rf.PYWCkn9cN4aLOnyQGxM8.jpg,segment crack,0.4289,0.6003,0.0078
crack,a_13_7_png_jpg.rf.Xr0VLkgbuyo2rbfwUaZ0.jpg,segment crack,0.5504,0.7100,0.0083
crack,a_31_90_png_jpg.rf.ZXNHdUzzizAiCvYnffxF.jpg,segment crack,0.0000,0.0000,0.0071
crack,crack-bb53c022-dc48-11ed-a81a-88b1113a23b0_jpg.rf.XfEn5ihEDGRdhlzwcieY.jpg,segment crack,0.2362,0.3822,0.0090
crack,a_116_7_png_jpg.rf.dGC7UM2vZoxRrQPTbkBN.jpg,segment crack,0.4120,0.5836,0.0079
crack,304-dat_png_jpg.rf.daA6ijv6emlNtEIN58Rd.jpg,segment crack,0.2889,0.4482,0.0078
crack,2413_jpg.rf.dbAgf8rS8YTnAMsRHlu4.jpg,segment crack,0.3929,0.5641,0.0092
crack,images187_jpg.rf.e4XJx80mWDWjf3xA9GVN.jpg,segment crack,0.3563,0.5254,0.0083
crack,a_35_1_png_jpg.rf.eKxMWeQUX02JfoGZwEn6.jpg,segment crack,0.2155,0.3545,0.0082
crack,Image_-642-_jpg.rf.fMM6VyGi3M9qp5XbOMQH.jpg,segment crack,0.7433,0.8528,0.0099
crack,images169_jpg.rf.i8M83alP8lcQ510jjWod.jpg,segment crack,0.1851,0.3123,0.0090
crack,crack268_jpg.rf.fgThiEHZgmNaP8Q0BGaR.jpg,segment crack,0.3987,0.5701,0.0109
crack,a_11_9_png_jpg.rf.i5BzKZbGtWH50mOxoDeQ.jpg,segment crack,0.2160,0.3552,0.0089
crack,image08_png_jpg.rf.iLtqhluIVZ8XGuDTYW1t.jpg,segment crack,0.4567,0.6271,0.0077
crack,3093_jpg.rf.kFBGakRhhBL8THyUXylX.jpg,segment crack,0.3593,0.5286,0.0089
crack,a_7_0_png_jpg.rf.ko2kdpWQO8T8gOSQdsbw.jpg,segment crack,0.4330,0.6044,0.0082
crack,445-dat_png_jpg.rf.lJFKXRib2Y4Obh9G4xW4.jpg,segment crack,0.2928,0.4530,0.0079
crack,crack224_jpg.rf.la14WIMdwhEzuwNsBGff.jpg,segment crack,0.0241,0.0471,0.0089
crack,images119_jpg.rf.quhKh3stIREPYFQl6bGZ.jpg,segment crack,0.1744,0.2970,0.0097
crack,image18_jpeg_jpg.rf.nHti9fx6hywTVKAb5MH2.jpg,segment crack,0.6925,0.8183,0.0085
crack,2127_jpg.rf.rTkHCzQXOMnzXupiX3OV.jpg,segment crack,0.0360,0.0695,0.0092
crack,crack207_jpg.rf.vZVKLuUWlHiKAf4wJZqx.jpg,segment crack,0.5231,0.6869,0.0085
crack,a_83_2_png_jpg.rf.t5kxBPWDw22glAKfQ0pa.jpg,segment crack,0.0694,0.1298,0.0097
crack,Image_-377-_jpg.rf.b28KsjZyCZJjBkZDS75v.jpg,segment crack,0.5787,0.7332,0.0092
